PMID,domain,Study_Type,isVAL,isREP,isAPP
STUDY-0968,Mentioning errors,Causal,0,0,1
STUDY-0968,Missing data,Causal,0,0,2
STUDY-0968,Selection bias,Causal,1,1,2
STUDY-0919,Confounding bias,Causal,1,0,2
STUDY-0919,Measurement bias,Causal,3,0,5
STUDY-0919,Mentioning errors,Causal,0,1,1
STUDY-0919,Missing data,Causal,0,2,2
STUDY-0919,Random error,Causal,0,1,1
STUDY-0919,Selection bias,Causal,1,1,2
STUDY-0460,Confounding bias,Causal,1,0,1
STUDY-0460,Measurement bias,Causal,0,0,5
STUDY-0460,Mentioning errors,Causal,0,1,1
STUDY-0460,Missing data,Causal,0,1,2
STUDY-0460,Random error,Causal,0,1,1
STUDY-0460,Selection bias,Causal,1,1,2
STUDY-0617,Conflating task,Descriptive,1,0,1
STUDY-0617,Measurement bias,Descriptive,0,0,0
STUDY-0617,Mentioning errors,Descriptive,0,1,1
STUDY-0617,Missing data,Descriptive,0,1,1
STUDY-0617,Selection bias,Descriptive,0,0,1
STUDY-0674,Confounding bias,Causal,1,0,2
STUDY-0674,Measurement bias,Causal,2,0,3
STUDY-0674,Mentioning errors,Causal,0,0,1
STUDY-0674,Missing data,Causal,0,1,2
STUDY-0674,Selection bias,Causal,0,1,2
STUDY-0299,Confounding bias,Causal,1,0,1
STUDY-0299,Measurement bias,Causal,0,0,4
STUDY-0299,Mentioning errors,Causal,0,0,1
STUDY-0299,Missing data,Causal,1,0,3
STUDY-0299,Random error,Causal,0,1,1
STUDY-0299,Selection bias,Causal,1,1,4
STUDY-0580,Conflating task,Descriptive,1,0,1
STUDY-0580,Measurement bias,Descriptive,0,0,1
STUDY-0580,Mentioning errors,Descriptive,0,0,1
STUDY-0580,Missing data,Descriptive,0,1,1
STUDY-0580,Random error,Descriptive,0,0,3
STUDY-0580,Selection bias,Descriptive,1,0,1
STUDY-0425,Confounding bias,Causal,1,0,1
STUDY-0425,Measurement bias,Causal,3,0,5
STUDY-0425,Mentioning errors,Causal,0,0,1
STUDY-0425,Missing data,Causal,0,0,2
STUDY-0425,Random error,Causal,0,1,1
STUDY-0425,Selection bias,Causal,1,1,2
STUDY-0783,Confounding bias,Causal,1,0,2
STUDY-0783,Measurement bias,Causal,0,0,3
STUDY-0783,Mentioning errors,Causal,0,1,1
STUDY-0783,Missing data,Causal,1,0,3
STUDY-0783,Random error,Causal,0,0,3
STUDY-0783,Selection bias,Causal,0,0,2
STUDY-0466,Confounding bias,Causal,1,0,2
STUDY-0466,Measurement bias,Causal,2,0,5
STUDY-0466,Mentioning errors,Causal,0,0,1
STUDY-0466,Missing data,Causal,0,0,2
STUDY-0466,Random error,Causal,0,1,1
STUDY-0466,Selection bias,Causal,1,1,2
STUDY-0380,Confounding bias,Causal,1,0,2
STUDY-0380,Measurement bias,Causal,2,0,5
STUDY-0380,Mentioning errors,Causal,0,0,1
STUDY-0380,Missing data,Causal,0,0,2
STUDY-0380,Selection bias,Causal,0,0,2
STUDY-0196,Confounding bias,Causal,1,0,2
STUDY-0196,Measurement bias,Causal,1,0,4
STUDY-0196,Mentioning errors,Causal,0,0,1
STUDY-0196,Missing data,Causal,0,0,2
STUDY-0196,Random error,Causal,0,1,1
STUDY-0196,Selection bias,Causal,1,1,3
STUDY-0437,Confounding bias,Causal,1,0,2
STUDY-0437,Measurement bias,Causal,0,0,5
STUDY-0437,Mentioning errors,Causal,0,0,1
STUDY-0437,Missing data,Causal,0,2,2
STUDY-0437,Random error,Causal,0,1,1
STUDY-0437,Selection bias,Causal,0,1,2
STUDY-0566,Confounding bias,Causal,1,0,2
STUDY-0566,Measurement bias,Causal,3,0,4
STUDY-0566,Mentioning errors,Causal,0,1,1
STUDY-0566,Missing data,Causal,0,0,2
STUDY-0566,Random error,Causal,1,0,3
STUDY-0566,Selection bias,Causal,1,1,2
STUDY-0928,Conflating task,Descriptive,1,0,1
STUDY-0928,Measurement bias,Descriptive,0,0,1
STUDY-0928,Mentioning errors,Descriptive,0,1,1
STUDY-0928,Missing data,Descriptive,0,0,1
STUDY-0928,Random error,Descriptive,0,0,3
STUDY-0928,Selection bias,Descriptive,1,0,1
STUDY-0202,Confounding bias,Causal,1,0,2
STUDY-0202,Measurement bias,Causal,0,0,5
STUDY-0202,Mentioning errors,Causal,0,0,1
STUDY-0202,Missing data,Causal,0,0,2
STUDY-0202,Random error,Causal,2,0,3
STUDY-0202,Selection bias,Causal,1,2,3
STUDY-0019,Confounding bias,Causal,1,0,1
STUDY-0019,Measurement bias,Causal,0,0,4
STUDY-0019,Mentioning errors,Causal,0,0,1
STUDY-0019,Missing data,Causal,2,0,4
STUDY-0019,Random error,Causal,0,1,1
STUDY-0019,Selection bias,Causal,2,1,4
STUDY-0100,Confounding bias,Causal,1,0,2
STUDY-0100,Measurement bias,Causal,2,0,4
STUDY-0100,Mentioning errors,Causal,0,0,1
STUDY-0100,Missing data,Causal,2,0,4
STUDY-0100,Random error,Causal,1,0,3
STUDY-0100,Selection bias,Causal,1,1,2
