"PMID","Study_Type","domain","item","axis","state","primary","raw","severity"
"STUDY-0241","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0241","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0241","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0241","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0241","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0241","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0241","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0241","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0241","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0241","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0241","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0241","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0241","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0241","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0241","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0241","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0336","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0336","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0336","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0336","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0336","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"skipped",0
"STUDY-0336","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"No",0
"STUDY-0336","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0336","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0336","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0336","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0336","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0336","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0336","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0336","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-0336","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0336","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0336","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0336","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0336","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0812","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0812","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0812","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0812","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0812","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0812","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0812","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0812","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0812","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0812","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0812","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0812","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0812","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0812","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0812","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0812","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0812","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0812","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0567","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0567","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0567","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0567","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0567","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0567","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0567","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0567","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0567","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0567","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0567","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-0567","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0567","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || skipped",0
"STUDY-0567","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0567","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0567","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error",0
"STUDY-0232","Descriptive","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0232","Descriptive","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0232","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0232","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0232","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error;Measurement bias",0
"STUDY-0232","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0648","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0648","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0648","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0648","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0648","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0648","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0648","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0648","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error;Selection bias;Measurement bias",0
"STUDY-0648","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0656","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0656","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0656","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0656","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0656","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0656","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0656","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0656","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0656","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0656","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0656","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0656","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0656","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0656","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on change of estimate",0.6666667
"STUDY-0656","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0656","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0656","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0656","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0185","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0185","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0185","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0185","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0185","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0185","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0185","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0185","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0185","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0991","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0991","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0991","Causal","Random error","sample_ach","validity","VAL",TRUE,"No",1
"STUDY-0991","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0991","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0991","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0991","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0991","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0991","Causal","Measurement bias","val_exposure","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0991","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0991","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0991","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0991","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0991","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0991","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0991","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0991","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0991","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0047","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0047","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0047","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0047","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0047","Descriptive","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0047","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0047","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0047","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0047","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0186","Descriptive","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0186","Descriptive","Random error","acc_sampl","validity","OK",TRUE,"Yes",0
"STUDY-0186","Descriptive","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0186","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0186","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0186","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0186","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0186","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0186","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0713","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0713","Causal","Random error","acc_sampl","validity","OK",TRUE,"Yes",0
"STUDY-0713","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0713","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0713","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0713","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0713","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0713","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0713","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0713","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0713","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0713","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0713","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0713","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0713","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0713","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0713","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0713","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias",0
"STUDY-0710","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0710","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0710","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0710","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0710","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0710","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"No",0
"STUDY-0710","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0710","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0710","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0710","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0710","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0710","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0710","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0710","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-0710","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0710","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0710","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0710","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0710","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error",0
"STUDY-0520","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0520","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0520","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0520","Descriptive","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0520","Descriptive","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0520","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0520","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0520","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0520","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0156","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0156","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0156","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0156","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0156","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0156","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0156","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0156","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0156","Descriptive","Conflating task","confl_task","validity","OK",TRUE,"No",0
"STUDY-0944","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0944","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0944","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0944","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0944","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0944","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0944","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0944","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0944","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0305","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0305","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0305","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0305","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0305","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0305","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0305","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0305","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0305","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0305","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on previous literature",0.3333333
"STUDY-0305","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0305","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0305","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0305","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0305","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0676","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0676","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0676","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0676","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0676","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0676","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0676","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0676","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0676","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0676","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0676","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0676","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0676","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0676","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0676","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0676","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0676","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0676","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0927","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0927","Causal","Random error","acc_sampl","validity","OK",TRUE,"Yes",0
"STUDY-0927","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0927","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0927","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0927","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0927","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0927","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0927","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0927","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0927","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0927","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0927","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0927","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0927","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0927","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0927","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0927","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0906","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0906","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"skipped",0
"STUDY-0906","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0906","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0906","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0906","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0906","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0906","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0906","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0906","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0906","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0906","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on statistical criteria",0.6666667
"STUDY-0906","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0906","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0906","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0906","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
