PMID,Study_Type,variable,section,r1,r2,adjTA,adjYA,p2,final,source,status,phase1,verdict
STUDY-0924,Descriptive,descriptive_err_disc,Descriptive,Measurement bias,Selection bias;Measurement bias;Missing data,Measurement bias,Selection bias;Measurement bias,Selection bias;Measurement bias,Selection bias;Measurement bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0182,Causal,causal_exposure_type,Causal,Objective,Subjective,Subjective,Subjective,NA,Subjective,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0182,Causal,causal_val_exposure,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0182,Causal,causal_outcome_type,Causal,Objective,Subjective,Objective,Subjective,Subjective,Subjective,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0182,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0182,Causal,causal_dep_or_indep_misc,Causal,Dependent,Independent,Dependent,Independent,Dependent,Dependent,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0182,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,Not reported or unknown,No,Not reported or unknown,Not reported or unknown,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0149,Causal,causal_design,Causal,Cohort (including clinical trials without randomization),Case-control,Case-control,Cross-Sectional,Case-control,Case-control,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0149,Causal,causal_sampling,Causal,Whole population was invited (no sample was taken),Non-random,Non-random,Non-random,NA,Non-random,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_sample_size,Causal,NA,No,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_base_sel,Causal,No baseline selection bias from investigator,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_comp_dis,Causal,NA,No,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_diff_or_nondiff_exp,Causal,Differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,Non-differential with respect to the outcome,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_val_outcome,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Overrode both reviewers
STUDY-0149,Causal,causal_diff_or_nondiff_out,Causal,Differential with respect to the exposure,Non-differential with respect to the exposure,Non-differential with respect to the exposure,Non-differential with respect to the exposure,NA,Non-differential with respect to the exposure,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_dep_or_indep_misc,Causal,Dependent,Independent,Independent,Independent,NA,Independent,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0149,Causal,causal_err_disc,Causal,Selection bias,Random error,Random error;Missing data,Selection bias; Missing Data,Random error;Missing data,Random error;Missing data,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0256,Causal,causal_design,Causal,Pre/post,Cohort (including clinical trials without randomization),Pre/post,Pre/post,NA,Pre/post,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0256,Causal,causal_sampling,Causal,Whole population was invited (no sample was taken),Non-random,Non-random,Whole population was invited (no sample was taken),Whole population was invited (no sample was taken),Whole population was invited (no sample was taken),phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0256,Causal,causal_sample_size,Causal,NA,Yes,Yes,NA,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the first reviewer
STUDY-0256,Causal,causal_acc_sampl,Causal,NA,No,No,NA,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the first reviewer
STUDY-0256,Causal,causal_sample_ach,Causal,NA,Yes,Yes,NA,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the first reviewer
STUDY-0256,Causal,causal_base_sel,Causal,No baseline selection bias from investigator,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_comp_dis,Causal,NA,No,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_ltfu_bias,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_val_exposure,Causal,No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0256,Causal,causal_diff_or_nondiff_out,Causal,Differential with respect to the exposure,Non-differential with respect to the exposure,Non-differential with respect to the exposure,Non-differential with respect to the exposure,NA,Non-differential with respect to the exposure,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_dep_or_indep_misc,Causal,Dependent,Independent,Independent,Independent,NA,Independent,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_time_verying,Causal,No,Yes,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0256,Causal,causal_tv_conf_meth,Causal,NA,Regression,NA,NA,NA,,unresolved,Disagreed on applicability,Only one adjudicator recorded a call,Still unresolved
STUDY-0256,Causal,causal_conf_var_det,Causal,Based on previous literature;Based on statistical criteria,Based on none of the above,Based on none of the above,Based on none of the above,NA,Based on none of the above,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_miss_outcome,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0256,Causal,causal_err_disc,Causal,Measurement bias,Selection bias;Confounding bias,Measurement bias;Confounding bias,Measurement bias,Measurement bias;Confounding bias,Measurement bias;Confounding bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0157,Causal,causal_follow,Causal,Yes,No,Yes,Yes,NA,Yes,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0157,Causal,causal_ltfu_bias,Causal,Not reported or unknown,NA,No,Not reported or unknown,No,No,phaseII,Disagreed on applicability,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0157,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,Non-differential with respect to the outcome,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0157,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,No,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0157,Causal,causal_dep_or_indep_misc,Causal,Independent,Dependent,Independent,Independent,NA,Independent,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0157,Causal,causal_base_conf_meth,Causal,Regression,No adjustment for baseline confounding was done,Regression,Regression,NA,Regression,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0157,Causal,causal_conf_var_det,Causal,Based on statistical criteria,No adjustment for baseline and time-varying confounding was done,Based on statistical criteria,Based on statistical criteria,NA,Based on statistical criteria,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0157,Causal,causal_miss_exposure,Causal,Yes,No,Yes,No,Yes,Yes,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0157,Causal,causal_hand_miss_exposure,Causal,No,NA,No,NA,No,No,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the first reviewer
STUDY-0157,Causal,causal_miss_outcome,Causal,No,Not reported or unknown,No,Not reported or unknown,No,No,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0157,Causal,causal_err_disc,Causal,Selection bias;Measurement bias,None of the above,Measurement bias,Selection bias;Measurement bias,Measurement bias,Measurement bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0972,Causal,causal_base_sel,Causal,No baseline selection bias from investigator,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0972,Causal,causal_comp_dis,Causal,NA,No,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0972,Causal,causal_val_exposure,Causal,No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0972,Causal,causal_diff_or_nondiff_exp,Causal,Differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,Non-differential with respect to the outcome,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0972,Causal,causal_outcome_type,Causal,Objective,Subjective,Objective,Objective,NA,Objective,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0972,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0972,Causal,causal_conf_var_det,Causal,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature,Based on statistical criteria,Based on statistical criteria,Based on previous literature,Based on statistical criteria,Based on statistical criteria,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0972,Causal,causal_miss_exposure,Causal,Yes,Not reported or unknown,Yes,Yes,NA,Yes,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0972,Causal,causal_hand_miss_exposure,Causal,No,NA,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0972,Causal,causal_miss_outcome,Causal,Yes,Not reported or unknown,Not reported or unknown,Yes,Not reported or unknown,Not reported or unknown,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0972,Causal,causal_hand_miss_outcom,Causal,No,NA,NA,No,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the second reviewer
STUDY-0972,Causal,causal_err_disc,Causal,Measurement bias;Missing data,Selection bias;Measurement bias;Confounding bias;Missing data,Measurement bias;Missing data,Selection bias;Measurement bias;Confounding bias;Missing data,Measurement bias;Missing data,Measurement bias;Missing data,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0257,Causal,causal_sampling,Causal,Random,Non-random,Non-random,Non-random,NA,Non-random,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0257,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0257,Causal,causal_conf_var_det,Causal,Based on previous literature,Based on previous literature;Based on statistical criteria,Based on previous literature;Based on statistical criteria,Based on previous literature,Based on previous literature;Based on statistical criteria,Based on previous literature;Based on statistical criteria,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0257,Causal,causal_err_disc,Causal,Measurement bias,Confounding bias,Random error;Measurement bias;Confounding bias,Selection bias;Measurement bias,Random error;Measurement bias;Confounding bias,Random error;Measurement bias;Confounding bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0819,Causal,causal_val_exposure,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0819,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Differential with respect to the outcome,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,Non-differential with respect to the outcome,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0819,Causal,causal_diff_or_nondiff_out,Causal,Non-differential with respect to the exposure,Differential with respect to the exposure,Non-differential with respect to the exposure,Differential with respect to the exposure,Non-differential with respect to the exposure,Non-differential with respect to the exposure,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0819,Causal,causal_dep_or_indep_misc,Causal,Independent,Dependent,Dependent,Dependent,NA,Dependent,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0819,Causal,causal_conf_var_det,Causal,Based on statistical criteria,Based on none of the above,Based on statistical criteria,Based on statistical criteria,NA,Based on statistical criteria,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0819,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0819,Causal,causal_miss_outcome,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0611,Causal,causal_val_exposure,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0611,Causal,causal_diff_or_nondiff_exp,Causal,Differential with respect to the outcome,Non-differential with respect to the outcome,Differential with respect to the outcome,Non-differential with respect to the outcome,Differential with respect to the outcome,Differential with respect to the outcome,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0611,Causal,causal_outcome_type,Causal,Objective,Subjective,Subjective,Objective,Subjective,Subjective,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0611,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0611,Causal,causal_dep_or_indep_misc,Causal,Dependent,Independent,Independent,Independent,NA,Independent,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0611,Causal,causal_base_conf_meth,Causal,Regression,No adjustment for baseline confounding was done,Regression,No adjustment for baseline confounding was done,Regression,Regression,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0611,Causal,causal_conf_var_det,Causal,Based on previous literature,No adjustment for baseline and time-varying confounding was done,Based on none of the above,No adjustment for baseline and time-varying confounding was done,Based on none of the above,Based on none of the above,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0611,Causal,causal_miss_exposure,Causal,No,Not reported or unknown,Not reported or unknown,No,No,No,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0611,Causal,causal_miss_outcome,Causal,No,Not reported or unknown,Not reported or unknown,No,Not reported or unknown,Not reported or unknown,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0611,Causal,causal_err_disc,Causal,Selection bias;Measurement bias,Measurement bias,Selection bias;Measurement bias,Selection bias;Measurement bias,NA,Selection bias;Measurement bias,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0942,Causal,causal_design,Causal,Cross-sectional,Pre/post,Cross-sectional,Cross-sectional,NA,Cross-sectional,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0942,Causal,causal_follow,Causal,No,Yes,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0942,Causal,causal_ltfu_bias,Causal,NA,No,NA,NA,NA,,unresolved,Disagreed on applicability,Only one adjudicator recorded a call,Still unresolved
STUDY-0942,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)","Maybe Yes, the authors conducted content/face validity or cited the content/face validity from other studies?","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phase2-normalised,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0942,Causal,causal_miss_outcome,Causal,Not reported or unknown,No,Not reported or unknown,Not reported or unknown,NA,Not reported or unknown,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0942,Causal,causal_err_disc,Causal,None of the above,Confounding bias,None of the above,Confounding bias,Confounding bias,Confounding bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0739,Causal,causal_design,Causal,"Quasi-experimental (including instrumental variables, difference-in-difference, regression discontinuity design, and interrupted time series)",Cohort (including clinical trials without randomization),Cohort (including clinical trials without randomization),causal_design,Cohort (including clinical trials without randomization),Cohort (including clinical trials without randomization),phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0739,Causal,causal_val_exposure,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0739,Causal,causal_val_outcome,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0739,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0739,Causal,causal_miss_outcome,Causal,Not reported or unknown,No,Not reported or unknown,No,Not reported or unknown,Not reported or unknown,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0112,Causal,causal_outcome_type,Causal,Objective,Subjective,Objective,Objective,NA,Objective,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0112,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0112,Causal,causal_diff_or_nondiff_out,Causal,Differential with respect to the exposure,Non-differential with respect to the exposure,Differential with respect to the exposure,Differential with respect to the exposure,NA,Differential with respect to the exposure,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0112,Causal,causal_dep_or_indep_misc,Causal,Dependent,Independent,Independent,Dependent,Dependent,Dependent,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0112,Causal,causal_conf_var_det,Causal,No adjustment for baseline and time-varying confounding was done,Based on previous literature,Based on none of the above,No adjustment for baseline and time-varying confounding was done,Based on none of the above,Based on none of the above,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0112,Causal,causal_err_disc,Causal,Measurement bias,Selection bias;Measurement bias,Measurement bias,Selection bias;Measurement bias,Measurement bias,Measurement bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the first reviewer
STUDY-0792,Causal,causal_sampling,Causal,Random,Non-random,Whole population was invited (no sample was taken),Random,Whole population was invited (no sample was taken),Whole population was invited (no sample was taken),phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0792,Causal,causal_sample_size,Causal,Yes,No,No,Yes,No,skipped,skiplogic-resolved,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0792,Causal,causal_acc_sampl,Causal,No,NA,NA,No,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the second reviewer
STUDY-0792,Causal,causal_sample_ach,Causal,Yes,NA,NA,Yes,skipped,skipped,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the second reviewer
STUDY-0792,Causal,causal_base_sel,Causal,No baseline selection bias from investigator,No,No baseline selection bias from investigator,No baseline selection bias from investigator,NA,No baseline selection bias from investigator,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0792,Causal,causal_comp_dis,Causal,NA,No,NA,NA,NA,,unresolved,Disagreed on applicability,Only one adjudicator recorded a call,Still unresolved
STUDY-0792,Causal,causal_val_exposure,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0792,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0792,Causal,causal_diff_or_nondiff_out,Causal,Non-differential with respect to the exposure,Differential with respect to the exposure,Differential with respect to the exposure,Differential with respect to the exposure,NA,Differential with respect to the exposure,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0792,Causal,causal_base_conf_meth,Causal,No adjustment for baseline confounding was done,Randomization,Randomization,Randomization,NA,Randomization,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0792,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0792,Causal,causal_err_disc,Causal,Measurement bias;Confounding bias;Missing data,Random error;Measurement bias,Measurement bias,Random error;Measurement bias,Measurement bias,Measurement bias,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Overrode both reviewers
STUDY-0248,Causal,causal_sampling,Causal,Non-random,Random,Non-random,Non-random,NA,Non-random,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0248,Causal,causal_base_sel,Causal,No,No baseline selection bias from investigator,No,No,NA,No,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0248,Causal,causal_comp_dis,Causal,No,NA,No,No,NA,No,TA=YA,Disagreed on applicability,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0248,Causal,causal_follow,Causal,No,Yes,Yes,No,Yes,Yes,phaseII,Disagreed on the answer,Phase I discordant -> phase II,Upheld the second reviewer
STUDY-0248,Causal,causal_ltfu_bias,Causal,NA,No,No,NA,No,No,phaseII,Disagreed on applicability,Only one adjudicator recorded a call,Upheld the second reviewer
STUDY-0248,Causal,causal_outcome_type,Causal,Subjective,Objective,Subjective,Subjective,NA,Subjective,TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the first reviewer
STUDY-0248,Causal,causal_val_outcome,Causal,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,Disagreed on the answer,Phase I concordant (TA = YA),Upheld the second reviewer
STUDY-0248,Causal,causal_miss_exposure,Causal,Not reported or unknown,No,NA,No,No,No,phaseII,Disagreed on the answer,Only one adjudicator recorded a call,Upheld the second reviewer
