PMID,Study_Type,variable,final,source,resolution_note
STUDY-0831,Causal,descriptive_val_outcome,,agreed,
STUDY-0831,Causal,predictive_design,,agreed,
STUDY-0831,Causal,predictive_pop,,agreed,
STUDY-0831,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0831,Causal,task,Causal,agreed,
STUDY-0856,Predictive,causal_acc_sampl,,agreed,
STUDY-0856,Predictive,causal_base_conf_meth,,agreed,
STUDY-0856,Predictive,causal_base_sel,,agreed,
STUDY-0856,Predictive,causal_comp_dis,,agreed,
STUDY-0856,Predictive,causal_conf_var_det,,agreed,
STUDY-0856,Predictive,causal_dep_or_indep_misc,,agreed,
STUDY-0856,Predictive,causal_design,,agreed,
STUDY-0856,Predictive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0856,Predictive,causal_diff_or_nondiff_out,,agreed,
STUDY-0856,Predictive,causal_err_disc,,agreed,
STUDY-0856,Predictive,causal_exp_bias_acc,,agreed,
STUDY-0856,Predictive,causal_exposure_type,,agreed,
STUDY-0856,Predictive,causal_follow,,agreed,
STUDY-0856,Predictive,causal_hand_miss_exposure,,agreed,
STUDY-0856,Predictive,causal_hand_miss_outcom,,agreed,
STUDY-0856,Predictive,causal_ltfu_acc,,agreed,
STUDY-0856,Predictive,causal_ltfu_bias,,agreed,
STUDY-0856,Predictive,causal_miss_exposure,,agreed,
STUDY-0856,Predictive,causal_miss_outcome,,agreed,
STUDY-0856,Predictive,causal_out_bias_acc,,agreed,
STUDY-0856,Predictive,causal_outcome_type,,agreed,
STUDY-0856,Predictive,causal_pop,,agreed,
STUDY-0856,Predictive,causal_sample_ach,,agreed,
STUDY-0856,Predictive,causal_sample_size,,agreed,
STUDY-0856,Predictive,causal_sampling,,agreed,
STUDY-0856,Predictive,causal_time_verying,,agreed,
STUDY-0856,Predictive,causal_tv_conf_meth,,agreed,
STUDY-0856,Predictive,causal_val_exposure,,agreed,
STUDY-0856,Predictive,causal_val_outcome,,agreed,
STUDY-0856,Predictive,descriptive_acc_sampl,,agreed,
STUDY-0856,Predictive,descriptive_base_sel,,agreed,
STUDY-0856,Predictive,descriptive_confl_task,,agreed,
STUDY-0856,Predictive,descriptive_design,,agreed,
STUDY-0856,Predictive,descriptive_err_disc,,agreed,
STUDY-0856,Predictive,descriptive_hand_miss_outcom,,agreed,
STUDY-0856,Predictive,descriptive_miss_outcome,,agreed,
STUDY-0856,Predictive,descriptive_out_bias_acc,,agreed,
STUDY-0856,Predictive,descriptive_outcome_type,,agreed,
STUDY-0856,Predictive,descriptive_pop,,agreed,
STUDY-0856,Predictive,descriptive_sample_ach,,agreed,
STUDY-0856,Predictive,descriptive_sample_size,,agreed,
STUDY-0856,Predictive,descriptive_sampling,,agreed,
STUDY-0856,Predictive,descriptive_val_outcome,,agreed,
STUDY-0856,Predictive,predictive_design,Diagnostic,agreed,
STUDY-0856,Predictive,predictive_pop,No,agreed,
STUDY-0856,Predictive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0856,Predictive,task,Predictive,agreed,
STUDY-0519,Causal,causal_acc_sampl,No,agreed,
STUDY-0519,Causal,causal_base_conf_meth,Regression,TA=YA,
STUDY-0519,Causal,causal_base_sel,No,agreed,
STUDY-0519,Causal,causal_comp_dis,No,agreed,
STUDY-0519,Causal,causal_conf_var_det,Based on none of the above,TA=YA,
STUDY-0519,Causal,causal_dep_or_indep_misc,Dependent,TA=YA,
STUDY-0519,Causal,causal_design,Case-control,agreed,
STUDY-0519,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0519,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,TA=YA,
STUDY-0519,Causal,causal_err_disc,Confounding bias,phaseII,
STUDY-0519,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0519,Causal,causal_exposure_type,Objective,agreed,
STUDY-0519,Causal,causal_follow,No,agreed,
STUDY-0519,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0519,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0519,Causal,causal_ltfu_acc,,agreed,
STUDY-0519,Causal,causal_ltfu_bias,,agreed,
STUDY-0519,Causal,causal_miss_exposure,No,agreed,
STUDY-0519,Causal,causal_miss_outcome,No,agreed,
STUDY-0519,Causal,causal_out_bias_acc,No,agreed,
STUDY-0519,Causal,causal_outcome_type,Objective,agreed,
STUDY-0519,Causal,causal_pop,Yes,agreed,
STUDY-0519,Causal,causal_sample_ach,Yes,agreed,
STUDY-0519,Causal,causal_sample_size,Yes,agreed,
STUDY-0519,Causal,causal_sampling,Random,TA=YA,
STUDY-0519,Causal,causal_time_verying,No,agreed,
STUDY-0519,Causal,causal_tv_conf_meth,,agreed,
STUDY-0519,Causal,causal_val_exposure,No,TA=YA,
STUDY-0519,Causal,causal_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0519,Causal,descriptive_acc_sampl,,agreed,
STUDY-0519,Causal,descriptive_base_sel,,agreed,
STUDY-0519,Causal,descriptive_confl_task,,agreed,
STUDY-0519,Causal,descriptive_design,,agreed,
STUDY-0519,Causal,descriptive_err_disc,,agreed,
STUDY-0519,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0519,Causal,descriptive_miss_outcome,,agreed,
STUDY-0519,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0519,Causal,descriptive_outcome_type,,agreed,
STUDY-0519,Causal,descriptive_pop,,agreed,
STUDY-0519,Causal,descriptive_sample_ach,,agreed,
STUDY-0519,Causal,descriptive_sample_size,,agreed,
STUDY-0519,Causal,descriptive_sampling,,agreed,
STUDY-0519,Causal,descriptive_val_outcome,,agreed,
STUDY-0519,Causal,predictive_design,,agreed,
STUDY-0519,Causal,predictive_pop,,agreed,
STUDY-0519,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0519,Causal,task,Causal,agreed,
STUDY-0017,Causal,causal_acc_sampl,,agreed,
STUDY-0017,Causal,causal_base_conf_meth,Stratification;Matching;Regression,phaseII,
STUDY-0017,Causal,causal_base_sel,No,agreed,
STUDY-0017,Causal,causal_comp_dis,No,agreed,
STUDY-0017,Causal,causal_conf_var_det,Based on none of the above,TA=YA,
STUDY-0017,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0017,Causal,causal_design,Case-control,agreed,
STUDY-0017,Causal,causal_diff_or_nondiff_exp,Differential with respect to the outcome,TA=YA,
STUDY-0017,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,agreed,
STUDY-0017,Causal,causal_err_disc,Measurement bias,TA=YA,
STUDY-0017,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0017,Causal,causal_exposure_type,Subjective,agreed,
STUDY-0017,Causal,causal_follow,No,agreed,
STUDY-0017,Causal,causal_hand_miss_exposure,No,TA=YA,
STUDY-0017,Causal,causal_hand_miss_outcom,skipped,phaseII,
STUDY-0017,Causal,causal_ltfu_acc,,agreed,
STUDY-0017,Causal,causal_ltfu_bias,,agreed,
STUDY-0017,Causal,causal_miss_exposure,Yes,TA=YA,
STUDY-0017,Causal,causal_miss_outcome,Not reported or unknown,phaseII,
STUDY-0017,Causal,causal_out_bias_acc,No,agreed,
STUDY-0017,Causal,causal_outcome_type,Objective,agreed,
STUDY-0017,Causal,causal_pop,Yes,agreed,
STUDY-0017,Causal,causal_sample_ach,,agreed,
STUDY-0017,Causal,causal_sample_size,No,agreed,
STUDY-0017,Causal,causal_sampling,Non-random,agreed,
STUDY-0017,Causal,causal_time_verying,No,agreed,
STUDY-0017,Causal,causal_tv_conf_meth,,agreed,
STUDY-0017,Causal,causal_val_exposure,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,
STUDY-0017,Causal,causal_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,
STUDY-0017,Causal,descriptive_acc_sampl,,agreed,
STUDY-0017,Causal,descriptive_base_sel,,agreed,
STUDY-0017,Causal,descriptive_confl_task,,agreed,
STUDY-0017,Causal,descriptive_design,,agreed,
STUDY-0017,Causal,descriptive_err_disc,,agreed,
STUDY-0017,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0017,Causal,descriptive_miss_outcome,,agreed,
STUDY-0017,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0017,Causal,descriptive_outcome_type,,agreed,
STUDY-0017,Causal,descriptive_pop,,agreed,
STUDY-0017,Causal,descriptive_sample_ach,,agreed,
STUDY-0017,Causal,descriptive_sample_size,,agreed,
STUDY-0017,Causal,descriptive_sampling,,agreed,
STUDY-0017,Causal,descriptive_val_outcome,,agreed,
STUDY-0017,Causal,predictive_design,,agreed,
STUDY-0017,Causal,predictive_pop,,agreed,
STUDY-0017,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0017,Causal,task,Causal,agreed,
STUDY-0621,Causal,causal_acc_sampl,skipped,phaseII,
STUDY-0621,Causal,causal_base_conf_meth,Regression,TA=YA,
STUDY-0621,Causal,causal_base_sel,No,agreed,
STUDY-0621,Causal,causal_comp_dis,No,agreed,
STUDY-0621,Causal,causal_conf_var_det,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature,phaseII,
STUDY-0621,Causal,causal_dep_or_indep_misc,Dependent,agreed,
STUDY-0621,Causal,causal_design,Cross-sectional,agreed,
STUDY-0621,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,TA=YA,
STUDY-0621,Causal,causal_diff_or_nondiff_out,Differential with respect to the exposure,agreed,
STUDY-0621,Causal,causal_err_disc,None of the above,agreed,
STUDY-0621,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0621,Causal,causal_exposure_type,Objective,agreed,
STUDY-0621,Causal,causal_follow,No,agreed,
STUDY-0621,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0621,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0621,Causal,causal_ltfu_acc,,agreed,
STUDY-0621,Causal,causal_ltfu_bias,,agreed,
STUDY-0621,Causal,causal_miss_exposure,Not reported or unknown,phaseII,
STUDY-0621,Causal,causal_miss_outcome,Not reported or unknown,phaseII,
STUDY-0621,Causal,causal_out_bias_acc,No,agreed,
STUDY-0621,Causal,causal_outcome_type,Objective,agreed,
STUDY-0621,Causal,causal_pop,Yes,agreed,
STUDY-0621,Causal,causal_sample_ach,skipped,phaseII,
STUDY-0621,Causal,causal_sample_size,skipped,phaseII,
STUDY-0621,Causal,causal_sampling,Whole population was invited (no sample was taken),phaseII,
STUDY-0621,Causal,causal_time_verying,No,agreed,
STUDY-0621,Causal,causal_tv_conf_meth,,agreed,
STUDY-0621,Causal,causal_val_exposure,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",agreed,
STUDY-0621,Causal,causal_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",agreed,
STUDY-0621,Causal,descriptive_acc_sampl,,agreed,
STUDY-0621,Causal,descriptive_base_sel,,agreed,
STUDY-0621,Causal,descriptive_confl_task,,agreed,
STUDY-0621,Causal,descriptive_design,,agreed,
STUDY-0621,Causal,descriptive_err_disc,,agreed,
STUDY-0621,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0621,Causal,descriptive_miss_outcome,,agreed,
STUDY-0621,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0621,Causal,descriptive_outcome_type,,agreed,
STUDY-0621,Causal,descriptive_pop,,agreed,
STUDY-0621,Causal,descriptive_sample_ach,,agreed,
STUDY-0621,Causal,descriptive_sample_size,,agreed,
STUDY-0621,Causal,descriptive_sampling,,agreed,
STUDY-0621,Causal,descriptive_val_outcome,,agreed,
STUDY-0621,Causal,predictive_design,,agreed,
STUDY-0621,Causal,predictive_pop,,agreed,
STUDY-0621,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0621,Causal,task,Causal,agreed,
STUDY-0143,Descriptive,causal_acc_sampl,,agreed,
STUDY-0143,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0143,Descriptive,causal_base_sel,,agreed,
STUDY-0143,Descriptive,causal_comp_dis,,agreed,
STUDY-0143,Descriptive,causal_conf_var_det,,agreed,
STUDY-0143,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0143,Descriptive,causal_design,,agreed,
STUDY-0143,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0143,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0143,Descriptive,causal_err_disc,,agreed,
STUDY-0143,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0143,Descriptive,causal_exposure_type,,agreed,
STUDY-0143,Descriptive,causal_follow,,agreed,
STUDY-0143,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0143,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0143,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0143,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0143,Descriptive,causal_miss_exposure,,agreed,
STUDY-0143,Descriptive,causal_miss_outcome,,agreed,
STUDY-0143,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0143,Descriptive,causal_outcome_type,,agreed,
STUDY-0143,Descriptive,causal_pop,,agreed,
STUDY-0143,Descriptive,causal_sample_ach,,agreed,
STUDY-0143,Descriptive,causal_sample_size,,agreed,
STUDY-0143,Descriptive,causal_sampling,,agreed,
STUDY-0143,Descriptive,causal_time_verying,,agreed,
STUDY-0143,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0143,Descriptive,causal_val_exposure,,agreed,
STUDY-0143,Descriptive,causal_val_outcome,,agreed,
STUDY-0143,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0143,Descriptive,descriptive_base_sel,No baseline selection bias from investigator,agreed,
STUDY-0143,Descriptive,descriptive_confl_task,No,agreed,
STUDY-0143,Descriptive,descriptive_design,Cohort,TA=YA,
STUDY-0143,Descriptive,descriptive_err_disc,Selection bias;Measurement bias,phaseII,
STUDY-0143,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0143,Descriptive,descriptive_miss_outcome,No,agreed,
STUDY-0143,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0143,Descriptive,descriptive_outcome_type,Objective,agreed,
STUDY-0143,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0143,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0143,Descriptive,descriptive_sample_size,,agreed,
STUDY-0143,Descriptive,descriptive_sampling,Whole population was invited (no sample was taken),agreed,
STUDY-0143,Descriptive,descriptive_val_outcome,No,phaseII,
STUDY-0143,Descriptive,predictive_design,,agreed,
STUDY-0143,Descriptive,predictive_pop,,agreed,
STUDY-0143,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0143,Descriptive,task,Descriptive,agreed,
STUDY-0644,Causal,causal_acc_sampl,,agreed,
STUDY-0644,Causal,causal_base_conf_meth,Stratification;Regression,agreed,
STUDY-0644,Causal,causal_base_sel,No,TA=YA,
STUDY-0644,Causal,causal_comp_dis,No,TA=YA,
STUDY-0644,Causal,causal_conf_var_det,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature;Based on statistical criteria,phaseII,
STUDY-0644,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0644,Causal,causal_design,Cohort (including clinical trials without randomization),agreed,
STUDY-0644,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0644,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,agreed,
STUDY-0644,Causal,causal_err_disc,Measurement bias;Confounding bias,TA=YA,
STUDY-0644,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0644,Causal,causal_exposure_type,Objective,agreed,
STUDY-0644,Causal,causal_follow,Yes,agreed,
STUDY-0644,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0644,Causal,causal_hand_miss_outcom,No,worklist-2026-08-12,worklist GAP fill
STUDY-0644,Causal,causal_ltfu_acc,,agreed,
STUDY-0644,Causal,causal_ltfu_bias,Not reported or unknown,agreed,
STUDY-0644,Causal,causal_miss_exposure,No,phaseII,
STUDY-0644,Causal,causal_miss_outcome,Yes,phaseII,
STUDY-0644,Causal,causal_out_bias_acc,No,agreed,
STUDY-0644,Causal,causal_outcome_type,Objective,agreed,
STUDY-0644,Causal,causal_pop,Yes,agreed,
STUDY-0644,Causal,causal_sample_ach,,agreed,
STUDY-0644,Causal,causal_sample_size,No,agreed,
STUDY-0644,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0644,Causal,causal_time_verying,No,agreed,
STUDY-0644,Causal,causal_tv_conf_meth,,agreed,
STUDY-0644,Causal,causal_val_exposure,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,
STUDY-0644,Causal,causal_val_outcome,No,TA=YA,
STUDY-0644,Causal,descriptive_acc_sampl,,agreed,
STUDY-0644,Causal,descriptive_base_sel,,agreed,
STUDY-0644,Causal,descriptive_confl_task,,agreed,
STUDY-0644,Causal,descriptive_design,,agreed,
STUDY-0644,Causal,descriptive_err_disc,,agreed,
STUDY-0644,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0644,Causal,descriptive_miss_outcome,,agreed,
STUDY-0644,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0644,Causal,descriptive_outcome_type,,agreed,
STUDY-0644,Causal,descriptive_pop,,agreed,
STUDY-0644,Causal,descriptive_sample_ach,,agreed,
STUDY-0644,Causal,descriptive_sample_size,,agreed,
STUDY-0644,Causal,descriptive_sampling,,agreed,
STUDY-0644,Causal,descriptive_val_outcome,,agreed,
STUDY-0644,Causal,predictive_design,,agreed,
STUDY-0644,Causal,predictive_pop,,agreed,
STUDY-0644,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0644,Causal,task,Causal,agreed,
STUDY-0441,Descriptive,causal_acc_sampl,,agreed,
STUDY-0441,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0441,Descriptive,causal_base_sel,,agreed,
STUDY-0441,Descriptive,causal_comp_dis,,agreed,
STUDY-0441,Descriptive,causal_conf_var_det,,agreed,
STUDY-0441,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0441,Descriptive,causal_design,,agreed,
STUDY-0441,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0441,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0441,Descriptive,causal_err_disc,,agreed,
STUDY-0441,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0441,Descriptive,causal_exposure_type,,agreed,
STUDY-0441,Descriptive,causal_follow,,agreed,
STUDY-0441,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0441,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0441,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0441,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0441,Descriptive,causal_miss_exposure,,agreed,
STUDY-0441,Descriptive,causal_miss_outcome,,agreed,
STUDY-0441,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0441,Descriptive,causal_outcome_type,,agreed,
STUDY-0441,Descriptive,causal_pop,,agreed,
STUDY-0441,Descriptive,causal_sample_ach,,agreed,
STUDY-0441,Descriptive,causal_sample_size,,agreed,
STUDY-0441,Descriptive,causal_sampling,,agreed,
STUDY-0441,Descriptive,causal_time_verying,,agreed,
STUDY-0441,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0441,Descriptive,causal_val_exposure,,agreed,
STUDY-0441,Descriptive,causal_val_outcome,,agreed,
STUDY-0441,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0441,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0441,Descriptive,descriptive_confl_task,Yes,TA=YA,
STUDY-0441,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0441,Descriptive,descriptive_err_disc,Selection bias;Measurement bias,phaseII,
STUDY-0441,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0441,Descriptive,descriptive_miss_outcome,Not reported or unknown,agreed,
STUDY-0441,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0441,Descriptive,descriptive_outcome_type,Objective,agreed,
STUDY-0441,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0441,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0441,Descriptive,descriptive_sample_size,No,agreed,
STUDY-0441,Descriptive,descriptive_sampling,Non-random,agreed,
STUDY-0441,Descriptive,descriptive_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0441,Descriptive,predictive_design,,agreed,
STUDY-0441,Descriptive,predictive_pop,,agreed,
STUDY-0441,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0441,Descriptive,task,Descriptive,agreed,
STUDY-0030,Causal,causal_acc_sampl,,agreed,
STUDY-0030,Causal,causal_base_conf_meth,Regression,agreed,
STUDY-0030,Causal,causal_base_sel,No baseline selection bias from investigator,agreed,
STUDY-0030,Causal,causal_comp_dis,,agreed,
STUDY-0030,Causal,causal_conf_var_det,Based on none of the above,TA=YA,
STUDY-0030,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0030,Causal,causal_design,Ecological,agreed,
STUDY-0030,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0030,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,agreed,
STUDY-0030,Causal,causal_err_disc,None of the above,agreed,
STUDY-0030,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0030,Causal,causal_exposure_type,Objective,agreed,
STUDY-0030,Causal,causal_follow,No,agreed,
STUDY-0030,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0030,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0030,Causal,causal_ltfu_acc,,agreed,
STUDY-0030,Causal,causal_ltfu_bias,,agreed,
STUDY-0030,Causal,causal_miss_exposure,Not reported or unknown,TA=YA,
STUDY-0030,Causal,causal_miss_outcome,Not reported or unknown,TA=YA,
STUDY-0030,Causal,causal_out_bias_acc,No,agreed,
STUDY-0030,Causal,causal_outcome_type,Objective,agreed,
STUDY-0030,Causal,causal_pop,No,agreed,
STUDY-0030,Causal,causal_sample_ach,,agreed,
STUDY-0030,Causal,causal_sample_size,,unresolved,skip-logic disagreement (one reviewer N/A)
STUDY-0030,Causal,causal_sampling,Whole population was invited (no sample was taken),TA=YA,
STUDY-0030,Causal,causal_time_verying,No,agreed,
STUDY-0030,Causal,causal_tv_conf_meth,,agreed,
STUDY-0030,Causal,causal_val_exposure,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,
STUDY-0030,Causal,causal_val_outcome,No,agreed,
STUDY-0030,Causal,descriptive_acc_sampl,,agreed,
STUDY-0030,Causal,descriptive_base_sel,,agreed,
STUDY-0030,Causal,descriptive_confl_task,,agreed,
STUDY-0030,Causal,descriptive_design,,agreed,
STUDY-0030,Causal,descriptive_err_disc,,agreed,
STUDY-0030,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0030,Causal,descriptive_miss_outcome,,agreed,
STUDY-0030,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0030,Causal,descriptive_outcome_type,,agreed,
STUDY-0030,Causal,descriptive_pop,,agreed,
STUDY-0030,Causal,descriptive_sample_ach,,agreed,
STUDY-0030,Causal,descriptive_sample_size,,agreed,
STUDY-0030,Causal,descriptive_sampling,,agreed,
STUDY-0030,Causal,descriptive_val_outcome,,agreed,
STUDY-0030,Causal,predictive_design,,agreed,
STUDY-0030,Causal,predictive_pop,,agreed,
STUDY-0030,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0030,Causal,task,Causal,agreed,
STUDY-0807,Causal,causal_acc_sampl,,agreed,
STUDY-0807,Causal,causal_base_conf_meth,No adjustment for baseline confounding was done,TA=YA,
STUDY-0807,Causal,causal_base_sel,No,agreed,
STUDY-0807,Causal,causal_comp_dis,No,agreed,
STUDY-0807,Causal,causal_conf_var_det,No adjustment for baseline and time-varying confounding was done,TA=YA,
STUDY-0807,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0807,Causal,causal_design,Cohort (including clinical trials without randomization),agreed,
STUDY-0807,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0807,Causal,causal_diff_or_nondiff_out,Differential with respect to the exposure,phaseII,
STUDY-0807,Causal,causal_err_disc,None of the above,TA=YA,
STUDY-0807,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0807,Causal,causal_exposure_type,Objective,agreed,
STUDY-0807,Causal,causal_follow,Yes,agreed,
STUDY-0807,Causal,causal_hand_miss_exposure,No,worklist-2026-08-12,worklist GAP fill
STUDY-0807,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0807,Causal,causal_ltfu_acc,,agreed,
STUDY-0807,Causal,causal_ltfu_bias,Not reported or unknown,agreed,
STUDY-0807,Causal,causal_miss_exposure,Yes,phaseII,
STUDY-0807,Causal,causal_miss_outcome,Not reported or unknown,phaseII,
STUDY-0807,Causal,causal_out_bias_acc,No,agreed,
STUDY-0807,Causal,causal_outcome_type,Objective,agreed,
STUDY-0807,Causal,causal_pop,No,agreed,
STUDY-0807,Causal,causal_sample_ach,,agreed,
STUDY-0807,Causal,causal_sample_size,No,phaseII,
STUDY-0807,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0807,Causal,causal_time_verying,No,agreed,
STUDY-0807,Causal,causal_tv_conf_meth,,agreed,
STUDY-0807,Causal,causal_val_exposure,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0807,Causal,causal_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0807,Causal,descriptive_acc_sampl,,agreed,
STUDY-0807,Causal,descriptive_base_sel,,agreed,
STUDY-0807,Causal,descriptive_confl_task,,agreed,
STUDY-0807,Causal,descriptive_design,,agreed,
STUDY-0807,Causal,descriptive_err_disc,,agreed,
STUDY-0807,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0807,Causal,descriptive_miss_outcome,,agreed,
STUDY-0807,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0807,Causal,descriptive_outcome_type,,agreed,
STUDY-0807,Causal,descriptive_pop,,agreed,
STUDY-0807,Causal,descriptive_sample_ach,,agreed,
STUDY-0807,Causal,descriptive_sample_size,,agreed,
STUDY-0807,Causal,descriptive_sampling,,agreed,
STUDY-0807,Causal,descriptive_val_outcome,,agreed,
STUDY-0807,Causal,predictive_design,,agreed,
STUDY-0807,Causal,predictive_pop,,agreed,
STUDY-0807,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0807,Causal,task,Causal,agreed,
STUDY-0371,Causal,causal_acc_sampl,,unresolved,skip-logic disagreement (one reviewer N/A)
STUDY-0371,Causal,causal_base_conf_meth,No adjustment for baseline confounding was done,agreed,
STUDY-0371,Causal,causal_base_sel,No,agreed,
STUDY-0371,Causal,causal_comp_dis,No,agreed,
STUDY-0371,Causal,causal_conf_var_det,No adjustment for baseline and time-varying confounding was done,agreed,
STUDY-0371,Causal,causal_dep_or_indep_misc,Dependent,TA=YA,
STUDY-0371,Causal,causal_design,Cross-sectional,phaseII,
STUDY-0371,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0371,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,phaseII,
STUDY-0371,Causal,causal_err_disc,Random error;Measurement bias,TA=YA,
STUDY-0371,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0371,Causal,causal_exposure_type,Objective,agreed,
STUDY-0371,Causal,causal_follow,No,agreed,
STUDY-0371,Causal,causal_hand_miss_exposure,,agreed,
