PMID,Study_Type,first_author_saudi,last_author_saudi,corresponding_author_saudi,pct_saudi_ge50,causal_acc_sampl,causal_base_conf_meth,causal_base_sel,causal_comp_dis,causal_conf_var_det,causal_dep_or_indep_misc,causal_design,causal_diff_or_nondiff_exp,causal_diff_or_nondiff_out,causal_err_disc,causal_exp_bias_acc,causal_exposure_type,causal_follow,causal_hand_miss_exposure,causal_hand_miss_outcom,causal_ltfu_acc,causal_ltfu_bias,causal_miss_exposure,causal_miss_outcome,causal_out_bias_acc,causal_outcome_type,causal_pop,causal_sample_ach,causal_sample_size,causal_sampling,causal_time_verying,causal_tv_conf_meth,causal_val_exposure,causal_val_outcome,descriptive_acc_sampl,descriptive_base_sel,descriptive_confl_task,descriptive_design,descriptive_err_disc,descriptive_hand_miss_outcom,descriptive_miss_outcome,descriptive_out_bias_acc,descriptive_outcome_type,descriptive_pop,descriptive_sample_ach,descriptive_sample_size,descriptive_sampling,descriptive_val_outcome,predictive_design,predictive_pop,recusal,task
STUDY-0403,Causal,0,0,0,<50%,,Regression,No baseline selection bias from investigator,,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias;Confounding bias,No,Objective,No,No,No,,,Yes,Yes,No,Objective,No,,,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0628,Causal,0,0,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Pre/post,Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0653,Causal,0,0,0,<50%,No,Regression,No,No,Based on statistical criteria,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias;Missing data,No,Objective,Yes,,No,,Not reported or unknown,No,Yes,No,Objective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0005,Causal,0,0,0,<50%,,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias,No,Objective,No,No,No,,,Yes,Yes,No,Objective,No,,No,Non-random,No,,No,No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0297,Predictive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0162,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,Yes,No,No,No,Yes,Yes,Yes,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0728,Causal,0,1,1,<50%,No,Regression,No,No,Based on none of the above;Based on statistical criteria,Dependent,Cross-sectional,Differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias;Confounding bias,No,Objective,No,No,No,,,Yes,Yes,No,Subjective,No,Yes,Yes,Random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0984,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0590,Causal,1,1,1,>=50%,No,Matching,No,No,Based on none of the above,Independent,Case-control,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,No,No,Objective,No,Yes,Yes,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0440,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,No,Cross-sectional,None of the above,,Not reported or unknown,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0450,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Subjective,Yes,No,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0416,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0557,Causal,0,1,0,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Random error;Selection bias;Measurement bias,No,Objective,Yes,,,,Not reported or unknown,Not reported or unknown,Not reported or unknown,No,Subjective,Yes,,No,Non-random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0373,Predictive,1,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0352,Causal,1,1,1,>=50%,No,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Subjective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0382,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0468,Descriptive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cross-sectional,None of the above,,Not reported or unknown,No,Objective,No,,No,Random,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0715,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0665,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No baseline selection bias from investigator,,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,No,No,No,,,Yes,Yes,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0988,Causal,1,0,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,Yes,,No,Non-random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0252,Causal,0,1,0,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias,No,Objective,No,,,,,No,No,No,Subjective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0986,Causal,0,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias,No,Objective,No,,,,,No,No,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0781,Causal,1,1,1,>=50%,,Randomization,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Confounding bias,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0360,Causal,1,0,1,>=50%,Yes,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0199,Predictive,0,1,0,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-1003,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,,No,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0062,Causal,0,0,0,<50%,No,Randomization,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0525,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0351,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0630,Causal,1,1,1,>=50%,,Regression,No baseline selection bias from investigator,,Based on none of the above,Dependent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0477,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0335,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No baseline selection bias from investigator,,No adjustment for baseline and time-varying confounding was done,Dependent,Pre/post,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,No,No,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,No,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0096,Causal,1,0,1,<50%,,Regression,No,No,Based on statistical criteria,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Selection bias;Measurement bias;Confounding bias,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0032,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0778,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,None of the above,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0878,Causal,1,1,1,>=50%,,Regression,No,No,Based on none of the above,Dependent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias;Confounding bias,No,Objective,No,,"Yes, multiple imputation",,skipped,No,Yes,No,Subjective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0864,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,Selection bias,No,Yes,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0902,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,Random error;Selection bias,,Not reported or unknown,No,Objective,No,,No,Random,No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0659,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0345,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,None of the above,No,Yes,No,Objective,Yes,,No,Non-random,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0472,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cohort,Selection bias,No,Yes,No,Objective,Yes,,No,Non-random,No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0331,Causal,0,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,No,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0901,Predictive,1,0,0,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0476,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Random error,No,Subjective,No,No,No,,,Yes,Yes,No,Subjective,Yes,No,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-1010,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-1013,Causal,1,0,0,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Subjective,No,No,No,,,Yes,Yes,No,Subjective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0137,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0194,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,No,Yes,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0736,Causal,1,1,1,>=50%,No,Restriction,No,No,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias,No,Objective,No,,,,,No,Not reported or unknown,No,Objective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0312,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0808,Predictive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0647,Causal,0,0,0,<50%,,Stratification;Restriction;Regression,No,No,Based on previous literature,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Selection bias;Measurement bias;Confounding bias,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0978,Causal,1,0,1,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Differential with respect to the outcome,Non-differential with respect to the exposure,Confounding bias,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0188,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias;Confounding bias,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0940,Causal,1,1,1,>=50%,Yes,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,No,,,,,No,No,No,Subjective,Yes,Yes,Yes,Random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0936,Predictive,0,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0605,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Pre/post,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Subjective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0889,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0084,Causal,0,0,0,<50%,No,Randomization;Stratification;Regression,No baseline selection bias from investigator,skipped,Based on none of the above,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,Yes,,No,,Not reported or unknown,No,Yes,No,Objective,Yes,Yes,Yes,Non-random,Yes,Regression,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-1024,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0415,Causal,1,0,1,<50%,,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Subjective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0426,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No baseline selection bias from investigator,skipped,No adjustment for baseline and time-varying confounding was done,Dependent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Confounding bias,No,Objective,Yes,,skipped,,Not reported or unknown,No,Not reported or unknown,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0824,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cross-sectional,Measurement bias,,Not reported or unknown,No,Subjective,No,,No,Non-random,No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0974,Descriptive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cross-sectional,None of the above,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0422,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0679,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Measurement bias;Confounding bias,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,No,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0115,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias,No,Subjective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0764,Causal,1,1,1,>=50%,Yes,Randomization,No baseline selection bias from investigator,,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,Yes,,No,No,Yes,No,Yes,No,Objective,Yes,Yes,Yes,Random,No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0931,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0677,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0320,Causal,1,1,1,>=50%,Yes,Regression,No baseline selection bias from investigator,,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Confounding bias;Missing data,No,Objective,No,,skipped,,,No,No,No,Objective,Yes,Yes,Yes,Random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0110,Predictive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0280,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,Selection bias;Confounding bias;Missing data,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,,"No, I do not wish to recuse myself.",Descriptive
